customer_id,age,gender,region,acquisition_channel,subscription_type,contract_type,tenure_months,monthly_revenue,total_revenue,number_of_products_used,number_of_logins_last_30_days,average_session_duration,feature_usage_score,support_tickets_last_90_days,unresolved_tickets,late_payments,discount_used,payment_method,satisfaction_score,nps_score,last_interaction_days_ago,marketing_email_open_rate,campaign_click_rate,customer_success_calls,renewal_due_in_days,churn
CUST-005618,41,Male,North America,Organic Search,Professional,Annual,39,166.51,6493.89,1,2,19.09,9.67,6,1,0,False,Credit Card,5.1,-17,1,0.196,0.039,2,199,0
CUST-005619,42,Female,Europe,Paid Search,Basic,Monthly,46,43.85,2017.1,2,19,6.43,17.63,3,0,2,True,Invoice,7.4,22,42,0.33,0.067,1,332,0
CUST-005620,48,Male,North America,Outbound Sales,Basic,Monthly,38,35.05,1331.9,2,17,31.86,26.62,2,0,0,True,Credit Card,8.8,54,2,0.276,0.01,1,140,0
CUST-005621,75,Female,North America,Referral,Professional,Annual,19,104.4,1983.6,3,23,34.6,42.45,1,1,0,False,ACH,9.6,100,20,0.41,0.044,0,242,0
CUST-005622,44,Male,Europe,Social,Professional,Monthly,49,140.03,6861.47,2,9,22.98,10.82,5,3,0,True,Invoice,4.9,-31,2,0.093,0.019,0,137,0
CUST-005623,51,Male,North America,Paid Search,Basic,Two-Year,17,68.26,1160.42,1,17,22.97,33.38,2,1,0,False,Credit Card,9.7,57,57,0.382,0.035,1,135,0
CUST-005624,20,Male,North America,Paid Search,Basic,Monthly,42,32.24,1354.08,1,17,19.92,11.03,3,1,0,False,Credit Card,8.4,68,29,0.117,0.053,0,43,0
CUST-005625,36,Male,Middle East & Africa,Paid Search,Business,Annual,26,405.33,10538.58,3,20,35.14,46.12,5,2,0,True,Invoice,9.2,71,122,0.294,0.006,2,256,0
CUST-005626,58,Female,Europe,Paid Search,Professional,Monthly,16,99.22,1587.52,3,24,25.61,22.63,0,0,2,False,Invoice,10.0,80,14,0.295,0.047,0,289,0
CUST-005627,47,Female,Asia Pacific,Outbound Sales,Professional,Monthly,14,134.64,1884.96,2,20,24.94,31.44,3,2,0,True,Credit Card,9.0,70,24,0.506,0.062,0,294,0
CUST-005628,18,Male,North America,Referral,Basic,Annual,30,37.72,1131.6,2,12,26.1,32.96,1,0,0,False,Credit Card,9.4,70,93,0.352,0.055,0,179,0
CUST-005629,51,Male,Europe,Outbound Sales,Professional,Monthly,12,115.12,1381.44,4,14,37.91,40.63,5,0,0,False,ACH,7.6,28,24,0.144,0.056,0,178,0
CUST-005630,67,Male,North America,Outbound Sales,Professional,Monthly,29,123.52,3582.08,4,24,15.42,27.78,5,2,0,True,Credit Card,4.7,-42,50,0.251,0.033,0,199,0
CUST-005631,18,Male,Europe,Organic Search,Basic,Annual,34,68.26,2320.84,2,18,18.65,25.01,5,0,1,False,Credit Card,6.3,15,31,0.33,0.004,2,134,0
CUST-005632,62,Female,Asia Pacific,Organic Search,Professional,Monthly,58,96.79,5613.82,1,0,25.07,8.09,4,1,1,False,Invoice,7.3,61,19,0.292,0.009,0,222,0
CUST-005633,18,Female,Latin America,Referral,Basic,Two-Year,15,50.9,763.5,2,4,22.94,1.1,6,0,0,True,ACH,5.7,1,64,0.457,0.088,0,50,0
CUST-005634,54,Non-binary,Europe,Partner,Basic,Monthly,27,33.0,891.0,1,12,19.52,10.07,4,1,0,False,Credit Card,8.6,75,21,0.297,0.005,0,115,0
CUST-005635,42,Male,North America,Organic Search,Professional,Two-Year,46,132.29,6085.34,5,27,35.64,56.49,1,0,0,False,Invoice,9.1,80,56,0.324,0.139,0,326,0
CUST-005636,18,Male,Asia Pacific,Organic Search,Basic,Monthly,16,57.74,923.84,1,14,23.07,17.35,6,4,0,False,PayPal,3.8,-6,19,0.428,0.033,0,351,0
CUST-005637,48,Male,Europe,Social,Business,Two-Year,34,349.19,11872.46,5,17,29.38,37.18,2,0,2,False,Invoice,7.7,50,79,0.316,0.04,2,11,0
CUST-005638,57,Male,Europe,Outbound Sales,Basic,Monthly,41,47.51,1947.91,1,23,26.49,25.63,4,1,1,False,ACH,5.5,16,42,0.071,0.003,1,52,0
CUST-005639,47,Male,Europe,Paid Search,Basic,Monthly,25,47.38,1184.5,3,19,22.57,33.82,3,2,2,False,Credit Card,3.8,-24,25,0.243,0.04,1,21,1
CUST-005640,50,Female,Europe,Referral,Basic,Monthly,29,33.39,968.31,4,20,33.5,48.2,2,0,0,False,Invoice,9.4,49,31,0.677,0.062,1,321,0
CUST-005641,37,Male,North America,Organic Search,Business,Annual,24,400.77,9618.48,3,19,17.55,36.18,5,0,1,False,ACH,6.4,29,7,0.426,0.041,0,172,0
CUST-005642,18,Female,Europe,Organic Search,Business,Annual,48,427.16,20503.68,2,23,19.91,28.17,3,0,0,False,ACH,9.0,76,7,0.324,0.022,1,206,0
CUST-005643,51,Female,North America,Paid Search,Enterprise,Monthly,59,806.25,47568.75,5,29,48.52,48.55,0,0,1,True,Credit Card,7.9,40,3,0.307,0.167,3,153,0
CUST-005644,65,Male,Europe,Paid Search,Business,Annual,23,351.48,8084.04,8,35,53.05,77.19,2,1,0,False,ACH,7.8,40,14,0.473,0.054,1,264,0
CUST-005645,57,Female,Europe,Social,Business,Monthly,17,283.12,4813.04,3,6,26.82,18.11,1,0,1,False,Invoice,8.6,65,5,0.493,0.108,3,107,0
CUST-005646,18,Female,Europe,Organic Search,Enterprise,Monthly,33,678.59,22393.47,8,26,67.08,68.22,1,1,0,False,Credit Card,8.6,57,34,0.617,0.196,0,212,0
CUST-005647,22,Male,North America,Partner,Professional,Monthly,20,125.16,2503.2,2,23,20.12,45.92,4,1,1,False,Credit Card,6.6,20,66,0.532,0.054,0,113,0
CUST-005648,31,Prefer not to say,Europe,Outbound Sales,Professional,Annual,26,134.19,3488.94,7,23,48.75,46.68,3,2,1,False,PayPal,4.6,0,4,0.388,0.023,0,207,0
CUST-005649,21,Female,Europe,Organic Search,Basic,Annual,60,55.01,3300.6,2,13,31.39,16.96,2,0,2,False,Credit Card,8.6,51,6,0.504,0.074,1,297,0
CUST-005650,43,Male,North America,Partner,Business,Annual,20,216.3,4326.0,5,13,28.24,32.57,4,2,0,False,Credit Card,7.3,36,3,0.391,0.034,2,121,0
CUST-005651,47,Male,Europe,Paid Search,Basic,Monthly,10,48.35,483.5,2,6,15.41,8.54,9,2,0,False,Credit Card,4.5,-21,21,0.376,0.048,0,57,0
CUST-005652,23,Female,North America,Organic Search,Business,Annual,25,452.71,11317.75,8,32,53.14,68.4,1,0,0,False,ACH,9.2,50,26,0.197,0.003,5,264,0
CUST-005653,52,Male,Europe,Organic Search,Basic,Monthly,13,38.92,505.96,1,26,22.47,16.93,6,1,1,False,ACH,4.0,-25,72,0.438,0.15,0,260,1
CUST-005654,50,Male,Europe,Outbound Sales,Professional,Annual,20,113.0,2260.0,3,28,36.29,52.56,2,0,1,False,Invoice,10.0,63,16,0.564,0.193,0,83,0
CUST-005655,35,Male,Europe,Partner,Business,Annual,10,414.18,4141.8,6,27,38.7,48.25,4,1,0,True,Credit Card,7.9,34,54,0.186,0.038,3,276,0
CUST-005656,40,Male,North America,Organic Search,Professional,Monthly,60,83.26,4995.6,1,11,8.6,7.31,5,2,0,True,Invoice,5.9,44,46,0.303,0.067,0,145,0
CUST-005657,18,Prefer not to say,North America,Paid Search,Enterprise,Annual,52,583.92,30363.84,5,29,28.24,56.72,2,0,0,False,Credit Card,8.2,48,87,0.628,0.063,5,196,0
CUST-005658,38,Male,Europe,Outbound Sales,Basic,Monthly,52,46.52,2419.04,2,23,27.31,36.74,4,1,1,False,Credit Card,8.3,41,7,0.224,0.014,1,285,0
CUST-005659,42,Female,North America,Referral,Professional,Annual,38,120.25,4569.5,4,22,46.97,40.52,5,3,0,False,ACH,3.8,-54,18,0.372,0.173,1,115,0
CUST-005660,44,Male,Middle East & Africa,Social,Business,Annual,41,408.04,16729.64,5,15,40.7,42.07,2,0,0,False,Credit Card,7.4,45,48,0.44,0.105,0,350,0
CUST-005661,47,Male,Europe,Referral,Professional,Monthly,15,116.34,1745.1,3,16,32.66,28.38,3,0,0,False,Credit Card,7.5,37,9,0.377,0.166,0,171,0
CUST-005662,45,Female,Europe,Organic Search,Professional,Monthly,13,131.33,1707.29,2,18,21.68,22.13,6,1,1,False,ACH,7.4,3,26,0.539,0.027,0,259,0
CUST-005663,39,Male,North America,Organic Search,Professional,Monthly,26,118.12,3071.12,4,11,24.64,20.75,3,1,0,False,ACH,7.0,17,56,0.392,0.123,2,28,0
CUST-005664,46,Male,Latin America,Partner,Business,Monthly,15,366.54,5498.1,4,17,32.05,41.74,2,1,0,False,Credit Card,7.2,19,1,0.206,0.07,0,121,0
CUST-005665,55,Female,Europe,Partner,Professional,Monthly,24,194.24,4661.76,2,21,23.96,44.96,5,0,0,True,ACH,7.4,53,14,0.377,0.049,1,182,0
CUST-005666,41,Female,Europe,Partner,Basic,Two-Year,21,56.52,1186.92,2,16,18.83,16.61,4,1,0,False,ACH,8.1,41,18,0.234,0.016,2,336,0
CUST-005667,46,Male,Asia Pacific,Referral,Basic,Two-Year,7,58.78,411.46,3,15,31.3,29.72,3,0,0,True,Credit Card,5.8,35,114,0.634,0.12,2,119,0
CUST-005668,40,Female,North America,Paid Search,Professional,Monthly,54,86.53,4672.62,3,13,37.69,37.35,4,0,1,False,Credit Card,9.2,63,104,0.523,0.029,1,215,0
CUST-005669,34,Male,Latin America,Social,Basic,Monthly,19,42.41,805.79,2,6,24.99,25.3,1,0,0,True,Invoice,8.9,75,22,0.119,0.005,2,53,0
CUST-005670,49,Female,North America,Partner,Enterprise,Monthly,24,918.61,22046.64,8,46,61.49,73.18,2,1,0,False,Credit Card,8.5,55,34,0.641,0.141,4,22,0
CUST-005671,35,Male,Asia Pacific,Referral,Professional,Annual,19,125.24,2379.56,4,27,26.26,44.68,0,0,0,False,Credit Card,7.3,31,13,0.36,0.032,0,4,0
CUST-005672,47,Male,Middle East & Africa,Paid Search,Enterprise,Monthly,40,936.42,37456.8,5,31,30.91,42.25,3,2,0,False,Credit Card,7.5,49,7,0.457,0.034,4,27,0
CUST-005673,42,Female,Europe,Referral,Business,Monthly,8,317.71,2541.68,3,20,43.01,27.03,1,1,2,True,Credit Card,5.9,8,72,0.413,0.076,1,254,0
CUST-005674,38,Male,Latin America,Social,Business,Annual,33,381.55,12591.15,6,27,52.73,43.58,6,3,0,False,Invoice,4.5,0,20,0.246,0.045,4,10,0
CUST-005675,38,Female,North America,Organic Search,Basic,Monthly,4,40.77,163.08,1,4,34.09,21.52,5,2,1,True,Credit Card,4.9,-24,50,0.059,0.03,1,209,1
CUST-005676,35,Female,Europe,Paid Search,Business,Annual,92,255.47,23503.24,3,19,10.71,18.09,5,3,0,False,Invoice,5.9,-4,22,0.417,0.046,3,37,0
CUST-005677,21,Male,North America,Referral,Basic,Two-Year,60,67.4,4044.0,1,13,18.25,16.55,5,1,0,True,Credit Card,6.8,37,44,0.322,0.091,0,347,0
CUST-005678,47,Female,North America,Outbound Sales,Basic,Two-Year,16,57.43,918.88,3,16,31.71,34.58,6,1,2,True,ACH,7.1,19,165,0.26,0.014,1,365,0
CUST-005679,45,Male,Europe,Referral,Basic,Annual,12,60.6,727.2,4,16,24.46,42.97,1,0,1,True,Invoice,7.5,24,2,0.609,0.142,0,106,0
CUST-005680,53,Male,Europe,Organic Search,Professional,Monthly,66,105.09,6935.94,7,36,31.76,60.81,5,2,0,False,Invoice,7.2,34,22,0.583,0.026,1,133,0
CUST-005681,35,Female,Europe,Referral,Professional,Annual,41,99.88,4095.08,4,29,47.49,51.9,4,2,1,False,Credit Card,6.7,4,30,0.456,0.011,1,194,0
CUST-005682,67,Female,North America,Referral,Basic,Two-Year,19,57.47,1091.93,4,19,23.92,39.19,3,0,1,True,ACH,6.8,9,10,0.707,0.17,0,151,0
CUST-005683,37,Male,Europe,Organic Search,Business,Monthly,24,179.88,4317.12,4,22,30.85,34.71,5,1,0,True,Credit Card,6.7,41,56,0.352,0.006,1,109,0
CUST-005684,31,Female,North America,Referral,Enterprise,Annual,10,887.52,8875.2,5,38,22.69,47.9,1,0,2,True,Credit Card,8.8,62,56,0.185,0.03,2,305,0
CUST-005685,29,Male,Europe,Partner,Business,Monthly,16,288.11,4609.76,4,26,25.31,41.1,5,0,0,False,Credit Card,7.6,17,28,0.454,0.041,4,280,0
CUST-005686,19,Female,North America,Paid Search,Professional,Monthly,27,83.57,2256.39,3,27,3.97,32.48,3,1,0,False,Credit Card,7.2,46,75,0.568,0.124,0,35,0
CUST-005687,62,Non-binary,Europe,Organic Search,Professional,Annual,9,129.53,1165.77,2,22,36.87,48.67,4,1,1,False,ACH,8.8,69,9,0.569,0.017,0,305,0
CUST-005688,60,Female,Middle East & Africa,Referral,Professional,Monthly,12,90.47,1085.64,3,28,34.89,42.33,1,0,0,False,Invoice,8.2,34,52,0.569,0.045,0,120,0
CUST-005689,50,Male,Middle East & Africa,Organic Search,Professional,Monthly,17,128.98,2192.66,5,24,48.65,48.57,1,0,0,False,ACH,8.9,23,21,0.24,0.015,0,205,0
CUST-005690,30,Male,Europe,Paid Search,Basic,Annual,9,33.11,297.99,2,18,31.12,26.23,5,1,0,False,Invoice,8.3,55,32,0.511,0.024,1,126,0
CUST-005691,66,Female,North America,Referral,Enterprise,Two-Year,62,1291.77,80089.74,7,36,54.87,64.47,3,0,2,False,PayPal,8.2,44,13,0.173,0.018,4,124,0
CUST-005692,37,Male,Europe,Organic Search,Professional,Annual,45,131.92,5936.4,3,26,29.67,36.33,5,2,0,True,Credit Card,5.0,-20,33,0.451,0.005,0,260,0
CUST-005693,39,Female,Europe,Organic Search,Professional,Annual,11,117.03,1287.33,3,14,15.31,29.16,5,0,0,False,Credit Card,8.2,51,57,0.647,0.1,0,121,0
CUST-005694,61,Female,North America,Social,Basic,Monthly,18,42.99,773.82,3,25,51.41,42.9,3,0,1,True,Credit Card,8.0,44,100,0.257,0.079,0,242,0
CUST-005695,51,Female,Middle East & Africa,Partner,Professional,Annual,54,144.55,7805.7,3,5,23.51,21.64,4,3,0,False,Invoice,6.7,-11,4,0.329,0.116,0,122,0
CUST-005696,71,Male,North America,Paid Search,Basic,Monthly,10,21.0,210.0,2,15,9.34,24.09,1,0,2,False,Credit Card,10.0,81,1,0.36,0.069,0,364,0
CUST-005697,45,Male,Europe,Organic Search,Business,Monthly,34,349.8,11893.2,4,20,43.76,37.19,3,3,0,False,Credit Card,8.4,39,43,0.62,0.065,0,284,0
CUST-005698,37,Female,Europe,Organic Search,Business,Monthly,49,418.37,20500.13,8,29,67.3,79.95,3,1,0,False,Credit Card,8.5,54,47,0.4,0.008,2,339,0
CUST-005699,34,Male,Latin America,Referral,Business,Monthly,16,215.73,3451.68,5,25,35.41,31.09,3,1,0,False,Credit Card,6.7,46,2,0.182,0.074,1,89,0
CUST-005700,18,Male,Asia Pacific,Paid Search,Business,Monthly,45,430.12,19355.4,5,19,37.52,54.89,1,0,1,False,Invoice,8.7,58,3,0.232,0.018,0,107,0
CUST-005701,38,Female,North America,Organic Search,Business,Monthly,21,371.09,7792.89,5,27,49.4,47.93,3,0,1,True,Credit Card,6.6,16,20,0.531,0.053,3,315,0
CUST-005702,57,Female,Asia Pacific,Outbound Sales,Basic,Monthly,34,37.46,1273.64,2,9,19.18,9.56,2,1,0,True,Credit Card,5.5,-14,1,0.169,0.08,1,279,0
CUST-005703,50,Female,Latin America,Referral,Professional,Monthly,23,117.46,2701.58,4,13,21.86,39.73,1,0,1,True,ACH,9.3,73,22,0.722,0.101,2,116,0
CUST-005704,42,Female,Asia Pacific,Outbound Sales,Professional,Annual,7,120.29,842.03,5,16,46.68,31.82,3,2,0,True,PayPal,6.7,5,65,0.432,0.171,2,272,0
CUST-005705,29,Male,North America,Referral,Enterprise,Monthly,23,947.19,21785.37,8,29,50.93,76.32,4,1,0,False,ACH,7.6,21,2,0.46,0.084,2,139,0
CUST-005706,45,Male,Europe,Outbound Sales,Professional,Monthly,8,157.43,1259.44,4,15,45.37,22.22,3,1,1,False,ACH,9.8,75,5,0.224,0.057,0,99,0
CUST-005707,55,Female,Asia Pacific,Paid Search,Basic,Monthly,58,50.34,2919.72,4,26,37.8,52.53,2,2,1,True,Credit Card,8.0,42,2,0.373,0.059,1,256,0
CUST-005708,48,Male,North America,Organic Search,Basic,Annual,12,49.97,599.64,3,22,24.42,30.04,2,1,0,False,Invoice,8.2,13,25,0.433,0.008,1,306,0
CUST-005709,44,Female,Europe,Organic Search,Enterprise,Two-Year,26,1320.4,34330.4,8,24,49.77,54.57,3,0,1,False,Invoice,7.8,32,10,0.449,0.279,5,31,0
CUST-005710,32,Male,Asia Pacific,Organic Search,Basic,Two-Year,40,46.84,1873.6,2,12,16.94,32.22,0,0,0,False,Credit Card,7.4,12,70,0.204,0.058,0,264,0
CUST-005711,53,Male,Europe,Outbound Sales,Basic,Annual,36,68.81,2477.16,1,17,11.64,11.73,7,3,0,True,Invoice,3.4,-8,26,0.065,0.015,2,15,1
CUST-005712,18,Female,North America,Referral,Business,Annual,16,350.19,5603.04,8,32,55.95,66.77,3,2,1,False,Credit Card,6.8,5,32,0.482,0.095,3,301,0
CUST-005713,47,Male,North America,Organic Search,Enterprise,Monthly,17,871.05,14807.85,2,22,27.81,20.97,3,0,0,False,ACH,9.7,87,30,0.276,0.013,1,237,0
CUST-005714,75,Female,Europe,Organic Search,Professional,Monthly,39,120.38,4694.82,2,8,29.85,22.49,2,0,0,True,Credit Card,8.2,40,87,0.606,0.156,1,193,0
CUST-005715,22,Prefer not to say,North America,Referral,Basic,Annual,23,48.19,1108.37,2,24,15.47,34.28,4,1,1,True,Credit Card,8.0,40,31,0.434,0.053,0,277,0
CUST-005716,39,Female,North America,Paid Search,Professional,Monthly,53,93.48,4954.44,2,21,27.93,44.66,3,2,1,False,Credit Card,8.1,41,10,0.516,0.157,0,138,0
CUST-005717,42,Male,Europe,Referral,Basic,Annual,24,56.34,1352.16,2,13,25.01,27.68,9,1,0,True,Invoice,4.4,15,54,0.091,0.017,0,248,1
CUST-005718,36,Prefer not to say,North America,Social,Basic,Two-Year,17,57.31,974.27,2,8,10.03,8.62,2,1,0,False,ACH,4.8,-27,67,0.19,0.037,0,221,0
CUST-005719,55,Male,Europe,Referral,Professional,Monthly,52,85.8,4461.6,5,31,45.23,52.06,2,0,1,False,Credit Card,8.5,44,18,0.367,0.111,3,139,0
CUST-005720,48,Male,Middle East & Africa,Organic Search,Business,Monthly,11,377.43,4151.73,7,25,46.62,51.46,3,0,0,False,ACH,9.0,82,4,0.299,0.048,4,13,0
CUST-005721,44,Male,Europe,Referral,Basic,Monthly,21,20.51,430.71,2,15,34.81,26.36,5,0,0,True,ACH,7.7,53,5,0.19,0.018,0,269,0
CUST-005722,52,Female,North America,Partner,Professional,Annual,27,105.17,2839.59,3,24,23.63,40.19,2,0,0,False,ACH,8.6,42,14,0.346,0.018,0,163,0
CUST-005723,42,Non-binary,North America,Outbound Sales,Professional,Annual,27,155.84,4207.68,3,15,22.13,22.76,5,0,0,False,Credit Card,5.5,-28,34,0.514,0.088,0,284,0
CUST-005724,78,Female,Europe,Organic Search,Basic,Annual,32,50.19,1606.08,2,21,16.53,18.52,3,1,0,True,Credit Card,4.7,-4,14,0.495,0.133,0,55,0
CUST-005725,44,Male,Europe,Referral,Basic,Monthly,28,57.1,1598.8,1,12,18.28,15.89,2,0,1,False,Credit Card,7.3,61,13,0.4,0.012,0,261,0
CUST-005726,45,Male,Latin America,Partner,Basic,Monthly,27,56.24,1518.48,3,22,36.89,35.68,4,0,0,False,Credit Card,7.3,37,66,0.306,0.099,3,190,0
CUST-005727,20,Female,Europe,Partner,Basic,Annual,16,62.49,999.84,3,18,42.7,33.04,3,0,1,False,Credit Card,7.7,24,5,0.273,0.041,0,304,0
CUST-005728,35,Female,Europe,Paid Search,Basic,Two-Year,36,75.64,2723.04,2,25,15.85,31.21,5,1,0,True,Credit Card,8.0,35,3,0.451,0.048,3,360,0
CUST-005729,57,Female,Europe,Organic Search,Basic,Monthly,23,42.5,977.5,4,36,21.18,41.66,1,1,0,False,Credit Card,8.1,51,17,0.336,0.065,0,117,0
CUST-005730,25,Female,Europe,Outbound Sales,Professional,Annual,40,132.44,5297.6,1,23,26.13,26.12,1,0,0,False,Credit Card,8.7,61,34,0.338,0.039,0,40,0
CUST-005731,18,Male,North America,Organic Search,Basic,Annual,35,53.45,1870.75,2,25,29.31,23.13,2,1,0,False,Credit Card,9.3,68,1,0.417,0.034,0,98,0
CUST-005732,42,Female,Europe,Paid Search,Basic,Annual,63,63.05,3972.15,3,8,24.88,26.37,7,2,0,False,ACH,6.5,25,26,0.16,0.056,1,90,0
CUST-005733,60,Non-binary,North America,Partner,Business,Two-Year,82,379.83,31146.06,3,23,27.77,27.51,7,1,1,True,ACH,5.1,-9,35,0.394,0.133,5,151,0
CUST-005734,43,Female,Europe,Paid Search,Business,Annual,40,427.46,17098.4,3,26,37.85,42.06,1,0,1,False,ACH,7.9,13,62,0.546,0.076,1,30,0
CUST-005735,38,Male,Europe,Referral,Professional,Monthly,23,116.99,2690.77,4,15,36.3,26.55,6,1,0,False,ACH,6.4,10,58,0.3,0.037,0,357,0
CUST-005736,18,Female,Asia Pacific,Paid Search,Enterprise,Annual,10,1288.96,12889.6,8,43,45.63,67.09,1,0,1,False,Invoice,8.4,33,4,0.502,0.106,4,350,0
CUST-005737,48,Female,North America,Partner,Basic,Annual,23,62.09,1428.07,1,2,14.99,5.59,0,0,1,True,ACH,7.3,34,133,0.465,0.15,0,61,0
CUST-005738,51,Male,Latin America,Organic Search,Business,Monthly,17,300.35,5105.95,8,31,44.44,77.11,2,0,1,False,Invoice,9.1,45,10,0.344,0.039,2,265,0
CUST-005739,19,Female,Europe,Paid Search,Professional,Monthly,18,156.64,2819.52,6,23,41.94,55.95,4,2,1,False,Credit Card,6.4,-7,17,0.129,0.009,0,170,0
CUST-005740,57,Male,Asia Pacific,Partner,Professional,Annual,28,159.33,4461.24,5,15,21.62,27.16,4,2,0,False,Invoice,4.0,-2,42,0.525,0.101,2,244,0
CUST-005741,52,Male,Europe,Outbound Sales,Basic,Annual,20,35.32,706.4,4,35,28.47,51.89,3,0,0,True,Credit Card,8.6,93,13,0.353,0.05,0,229,0
CUST-005742,57,Female,Asia Pacific,Organic Search,Basic,Monthly,16,24.47,391.52,1,13,20.63,28.09,2,0,0,False,Credit Card,7.1,26,15,0.495,0.065,0,34,0
CUST-005743,50,Female,Asia Pacific,Paid Search,Professional,Annual,13,110.11,1431.43,2,13,24.4,14.95,4,2,0,False,ACH,6.3,34,29,0.385,0.046,2,150,0
CUST-005744,50,Female,North America,Paid Search,Basic,Annual,11,52.84,581.24,3,26,28.43,37.89,4,1,1,False,ACH,9.4,63,28,0.644,0.087,0,358,0
CUST-005745,49,Female,Europe,Organic Search,Enterprise,Monthly,36,1149.31,41375.16,7,33,51.81,68.74,2,2,0,False,Invoice,7.9,53,48,0.371,0.054,2,211,0
CUST-005746,53,Male,Latin America,Paid Search,Basic,Annual,13,49.74,646.62,1,4,27.74,17.1,2,1,0,False,Credit Card,9.1,57,45,0.195,0.025,0,248,0
CUST-005747,18,Female,Europe,Outbound Sales,Professional,Annual,35,127.41,4459.35,3,34,6.09,40.38,0,0,0,False,ACH,9.7,79,16,0.309,0.11,0,38,0
CUST-005748,22,Female,Asia Pacific,Paid Search,Professional,Annual,25,142.86,3571.5,4,24,19.71,27.13,1,1,0,False,Credit Card,7.5,26,4,0.254,0.018,0,235,0
CUST-005749,32,Male,Latin America,Paid Search,Enterprise,Monthly,38,1219.45,46339.1,8,26,48.04,65.12,1,0,0,True,Invoice,8.1,45,4,0.265,0.023,2,31,0
CUST-005750,40,Male,North America,Social,Basic,Monthly,8,48.65,389.2,2,0,31.42,0.72,5,1,0,False,Credit Card,5.1,-10,25,0.486,0.107,0,54,0
CUST-005751,47,Non-binary,Asia Pacific,Referral,Professional,Monthly,41,108.75,4458.75,4,32,32.01,28.7,2,1,0,False,Credit Card,6.7,30,23,0.156,0.044,2,279,0
CUST-005752,46,Male,Europe,Paid Search,Professional,Annual,47,107.28,5042.16,1,26,2.44,7.35,7,1,0,False,ACH,5.5,-8,96,0.096,0.008,0,19,0
CUST-005753,57,Male,North America,Referral,Basic,Monthly,33,32.43,1070.19,4,34,32.83,62.75,5,4,0,False,ACH,3.8,-18,75,0.428,0.034,1,222,1
CUST-005754,57,Male,Asia Pacific,Referral,Professional,Annual,4,97.9,391.6,4,20,32.56,26.68,3,0,0,False,Credit Card,8.3,38,74,0.617,0.259,1,312,0
CUST-005755,31,Female,Asia Pacific,Outbound Sales,Basic,Annual,34,58.01,1972.34,2,6,23.27,20.2,3,3,1,True,Invoice,5.3,-17,7,0.203,0.008,0,45,0
CUST-005756,45,Female,Europe,Organic Search,Enterprise,Monthly,84,985.25,82761.0,4,18,34.87,49.29,2,0,2,False,PayPal,7.7,37,47,0.088,0.005,3,129,0
CUST-005757,31,Male,North America,Partner,Business,Two-Year,34,459.08,15608.72,4,5,24.69,25.09,4,1,0,True,Invoice,8.1,31,5,0.206,0.074,4,255,0
CUST-005758,40,Female,Europe,Referral,Basic,Monthly,31,53.74,1665.94,2,14,21.46,20.7,6,4,1,False,Credit Card,3.7,-52,27,0.824,0.307,2,105,0
CUST-005759,46,Female,Asia Pacific,Social,Business,Two-Year,32,429.99,13759.68,6,25,50.19,52.97,3,2,0,False,ACH,7.2,42,55,0.392,0.016,0,207,0
CUST-005760,18,Male,Europe,Referral,Basic,Monthly,27,35.63,962.01,1,15,13.77,25.13,2,0,0,False,Invoice,8.1,51,12,0.188,0.071,1,149,0
CUST-005761,73,Male,North America,Organic Search,Enterprise,Monthly,38,785.49,29848.62,8,32,51.4,71.35,2,0,0,False,Credit Card,9.5,80,6,0.438,0.09,2,162,0
CUST-005762,49,Male,North America,Social,Basic,Monthly,13,46.12,599.56,1,10,26.44,25.06,4,3,0,False,Credit Card,7.1,26,2,0.428,0.079,0,193,0
CUST-005763,34,Female,Europe,Partner,Professional,Two-Year,41,145.37,5960.17,5,30,39.9,50.91,2,1,0,False,Credit Card,9.3,77,40,0.522,0.066,0,180,0
CUST-005764,67,Male,North America,Partner,Business,Monthly,15,184.96,2774.4,1,19,15.04,34.96,3,0,0,False,ACH,7.3,34,144,0.498,0.252,1,154,0
CUST-005765,37,Female,Asia Pacific,Paid Search,Basic,Annual,13,46.06,598.78,2,24,26.69,34.13,4,0,0,False,Credit Card,7.7,24,30,0.081,0.011,1,43,0
CUST-005766,44,Non-binary,North America,Outbound Sales,Enterprise,Monthly,7,1204.41,8430.87,8,24,44.97,62.91,0,0,1,False,Credit Card,9.5,86,17,0.202,0.052,3,287,0
CUST-005767,36,Female,Europe,Partner,Professional,Monthly,42,120.6,5065.2,4,21,36.94,42.25,3,1,1,False,Credit Card,7.2,16,1,0.544,0.203,2,287,0
CUST-005768,63,Non-binary,Asia Pacific,Social,Professional,Annual,34,138.51,4709.34,4,31,47.22,51.29,2,0,1,True,Invoice,9.0,80,56,0.551,0.192,0,151,0
CUST-005769,41,Male,Europe,Partner,Basic,Monthly,36,37.0,1332.0,3,23,37.57,36.82,4,2,0,False,PayPal,6.6,14,23,0.188,0.006,0,308,0
CUST-005770,44,Female,Asia Pacific,Organic Search,Professional,Monthly,39,78.6,3065.4,3,13,30.29,13.05,6,1,0,False,ACH,4.8,-7,24,0.247,0.11,0,277,0
CUST-005771,58,Male,North America,Referral,Professional,Annual,9,137.33,1235.97,3,36,18.05,32.93,0,0,1,False,Credit Card,7.8,32,5,0.566,0.081,0,46,0
