age,gender,region,acquisition_channel,subscription_type,contract_type,tenure_months,monthly_revenue,total_revenue,number_of_products_used,number_of_logins_last_30_days,average_session_duration,feature_usage_score,support_tickets_last_90_days,unresolved_tickets,late_payments,discount_used,payment_method,satisfaction_score,nps_score,last_interaction_days_ago,marketing_email_open_rate,campaign_click_rate,customer_success_calls,renewal_due_in_days,engagement_score,support_pressure_score,payment_risk_score,revenue_per_product,customer_age_group,tenure_group,renewal_risk_flag,high_value_customer_flag,churn
42,Male,North America,Organic Search,Professional,Monthly,44,75.8,3335.2,4,25,47.38,50.38,4,2,1,False,Credit Card,5.6,1,40,0.506,0.051,1,5,39.1,85.6,18,18.95,30-44,Long-Term,True,False,1
45,Prefer not to say,Europe,Organic Search,Professional,Monthly,3,141.27,423.81,5,31,35.09,60.16,3,1,1,True,Credit Card,8.1,39,14,0.404,0.071,1,120,41.9,49.6,26,28.25,45-59,New,False,False,0
48,Prefer not to say,Latin America,Paid Search,Business,Annual,36,424.36,15276.96,5,23,28.0,44.06,4,3,0,False,Invoice,7.3,23,1,0.484,0.156,1,137,34.1,96.8,0,84.87,45-59,Established,False,True,0
54,Female,Asia Pacific,Outbound Sales,Business,Monthly,40,229.66,9186.4,7,30,46.32,61.72,1,0,0,True,Credit Card,10.0,56,111,0.41,0.106,0,32,44.11,8.0,8,32.81,45-59,Long-Term,True,False,0
47,Male,North America,Paid Search,Enterprise,Monthly,33,859.55,28365.15,7,31,54.0,55.44,3,0,1,False,ACH,7.7,14,5,0.65,0.281,3,347,48.03,33.2,18,122.79,45-59,Established,False,True,0
52,Male,Asia Pacific,Organic Search,Business,Monthly,8,166.86,1334.88,8,25,31.64,50.64,1,1,2,False,Credit Card,6.9,37,4,0.44,0.062,3,1,36.15,38.4,36,20.86,45-59,Developing,True,False,0
49,Female,North America,Partner,Professional,Annual,11,108.2,1190.2,7,31,39.32,62.82,3,2,0,False,ACH,8.4,78,91,0.629,0.068,0,264,45.59,66.4,0,15.46,45-59,Developing,False,False,0
47,Female,North America,Referral,Professional,Monthly,19,131.7,2502.3,2,15,29.45,23.33,3,2,1,True,Credit Card,7.0,-4,42,0.267,0.079,0,109,21.67,72.0,26,65.85,45-59,Established,False,False,0
54,Female,North America,Outbound Sales,Business,Monthly,24,314.68,7552.32,7,22,42.88,56.27,2,1,0,False,ACH,9.1,41,1,0.431,0.259,3,291,40.18,37.6,0,44.95,45-59,Established,False,True,0
45,Male,Europe,Paid Search,Professional,Monthly,27,116.96,3157.92,7,34,49.19,68.5,3,2,0,False,ACH,7.4,24,89,0.611,0.202,0,223,51.32,70.4,0,16.71,45-59,Established,False,False,0
68,Female,Asia Pacific,Social,Basic,Annual,45,46.9,2110.5,4,15,29.35,28.9,4,3,0,False,Invoice,6.7,30,5,0.695,0.2,1,220,28.82,99.2,0,11.72,60+,Long-Term,False,False,0
46,Male,North America,Referral,Business,Two-Year,38,378.22,14372.36,5,36,41.81,57.4,1,0,0,True,ACH,10.0,81,10,0.333,0.02,1,307,43.1,8.0,8,75.64,45-59,Long-Term,False,True,0
48,Non-binary,North America,Paid Search,Business,Annual,19,349.63,6642.97,4,18,28.38,40.19,3,0,1,False,Credit Card,5.4,-19,3,0.237,0.017,2,15,26.95,42.4,18,87.41,45-59,Established,True,True,0
45,Female,Asia Pacific,Organic Search,Basic,Two-Year,19,64.32,1222.08,1,3,40.48,17.51,3,0,0,False,Credit Card,10.0,95,23,0.545,0.163,0,168,20.04,24.0,0,64.32,45-59,Established,False,False,0
51,Female,Latin America,Organic Search,Business,Annual,53,386.36,20477.08,2,13,22.92,20.42,2,0,1,False,Credit Card,9.2,97,62,0.547,0.109,1,340,21.99,19.2,18,193.18,45-59,Long-Term,False,True,0
25,Female,North America,Referral,Professional,Monthly,67,141.83,9502.61,4,19,27.23,27.99,4,0,2,False,PayPal,9.2,68,8,0.098,0.011,0,43,22.1,35.2,36,35.46,18-29,Long-Term,True,False,0
30,Male,North America,Paid Search,Basic,Annual,29,44.1,1278.9,2,14,4.27,22.3,2,1,1,False,Credit Card,6.9,22,29,0.765,0.148,0,17,22.62,46.4,18,22.05,30-44,Established,True,False,0
27,Male,Europe,Referral,Business,Monthly,39,323.4,12612.6,3,9,26.38,26.0,2,1,0,False,Credit Card,8.4,41,18,0.249,0.129,0,154,19.68,40.4,0,107.8,18-29,Long-Term,False,True,0
43,Male,Asia Pacific,Partner,Basic,Monthly,39,44.95,1753.05,2,10,30.07,20.32,1,1,0,False,Credit Card,6.3,8,2,0.417,0.021,0,246,19.6,40.8,0,22.48,30-44,Long-Term,False,False,0
36,Male,Asia Pacific,Referral,Professional,Monthly,41,136.66,5603.06,3,19,1.0,30.12,6,0,0,False,Credit Card,4.6,7,5,0.388,0.036,0,131,21.75,69.6,0,45.55,30-44,Long-Term,False,False,0
30,Prefer not to say,Europe,Organic Search,Basic,Monthly,30,41.58,1247.4,5,45,27.59,61.28,4,0,0,True,Credit Card,8.3,15,29,0.542,0.036,1,123,48.21,38.8,8,8.32,30-44,Established,False,False,0
34,Female,North America,Outbound Sales,Professional,Monthly,5,156.03,780.15,4,30,36.72,39.58,2,2,2,False,ACH,8.2,10,7,0.473,0.008,0,126,35.61,59.2,36,39.01,30-44,New,False,False,0
41,Male,Asia Pacific,Social,Basic,Monthly,31,37.01,1147.31,1,7,18.82,23.73,6,1,0,True,PayPal,3.3,-13,10,0.41,0.065,2,5,17.9,92.8,8,37.01,30-44,Established,True,False,0
49,Male,North America,Outbound Sales,Basic,Annual,24,41.42,994.08,1,11,1.0,13.84,3,0,2,True,Credit Card,8.0,28,7,0.446,0.048,0,292,14.06,32.0,44,41.42,45-59,Established,False,False,0
43,Non-binary,Asia Pacific,Referral,Business,Monthly,45,162.64,7318.8,7,38,48.34,72.67,5,1,0,True,Invoice,6.1,-13,1,0.419,0.178,1,81,52.03,73.6,8,23.23,30-44,Long-Term,False,False,0
27,Male,North America,Paid Search,Business,Annual,44,365.89,16099.16,4,23,49.08,53.71,2,0,0,False,Credit Card,7.6,0,36,0.603,0.131,1,317,41.26,25.6,0,91.47,18-29,Long-Term,False,True,0
50,Female,Europe,Organic Search,Basic,Monthly,72,31.35,2257.2,2,16,13.49,35.07,1,0,1,True,Credit Card,10.0,69,180,0.22,0.011,0,119,21.96,8.0,26,15.68,45-59,Long-Term,False,False,0
31,Female,North America,Partner,Basic,Two-Year,63,60.56,3815.28,2,26,22.4,38.8,2,0,0,False,ACH,10.0,66,84,0.57,0.017,0,87,32.42,16.0,0,30.28,30-44,Long-Term,False,False,0
35,Male,Europe,Social,Basic,Two-Year,19,79.5,1510.5,1,30,23.54,42.58,3,2,1,True,Invoice,6.8,18,14,0.726,0.063,0,88,37.51,72.8,26,79.5,30-44,Established,False,False,0
29,Female,Asia Pacific,Referral,Enterprise,Annual,69,713.57,49236.33,4,28,35.44,41.42,0,0,0,False,ACH,7.5,35,15,0.4,0.071,5,276,34.98,10.0,0,178.39,18-29,Long-Term,False,True,0
46,Male,Middle East & Africa,Paid Search,Basic,Monthly,17,44.62,758.54,1,10,25.98,12.55,4,2,0,False,PayPal,6.4,27,134,0.56,0.12,1,138,19.04,82.4,0,44.62,45-59,Developing,False,False,0
36,Female,Asia Pacific,Organic Search,Professional,Monthly,12,146.39,1756.68,3,17,32.17,26.69,1,1,1,True,Credit Card,5.9,4,17,0.473,0.085,0,154,26.1,42.4,26,48.8,30-44,Developing,False,False,0
61,Male,Asia Pacific,Partner,Basic,Annual,36,56.71,2041.56,3,16,22.81,35.23,2,0,0,False,ACH,9.1,56,3,0.26,0.083,0,197,24.6,19.6,0,18.9,60+,Established,False,False,0
20,Male,Asia Pacific,Organic Search,Basic,Annual,22,54.3,1194.6,2,21,27.07,26.34,1,0,0,True,Invoice,9.7,76,8,0.365,0.027,1,242,25.28,9.2,8,27.15,18-29,Established,False,False,0
25,Male,North America,Social,Basic,Annual,84,46.47,3903.48,6,37,51.54,68.48,3,1,0,True,Invoice,8.6,50,4,0.521,0.08,0,85,50.88,47.6,8,7.74,18-29,Long-Term,False,False,0
62,Male,North America,Paid Search,Enterprise,Annual,34,1275.23,43357.82,8,20,49.73,54.07,1,0,0,False,Credit Card,10.0,70,25,0.25,0.097,2,210,36.29,8.0,0,159.4,60+,Established,False,True,0
46,Male,North America,Partner,Enterprise,Monthly,34,744.8,25323.2,7,24,28.54,44.78,0,0,1,False,Invoice,9.2,78,9,0.65,0.105,6,139,35.99,3.2,18,106.4,45-59,Established,False,True,0
37,Male,Asia Pacific,Paid Search,Business,Monthly,11,371.39,4085.29,8,34,47.25,58.6,3,0,1,False,Invoice,8.4,82,41,0.182,0.016,1,74,41.9,30.4,18,46.42,30-44,Developing,False,True,0
41,Female,North America,Partner,Professional,Annual,51,145.89,7440.39,1,20,35.35,26.39,3,0,1,False,Credit Card,8.3,55,13,0.19,0.026,1,322,24.41,30.8,18,145.89,30-44,Long-Term,False,False,0
38,Male,North America,Social,Professional,Annual,33,168.7,5567.1,3,32,17.76,40.47,2,1,0,False,Invoice,8.5,62,23,0.457,0.129,0,205,34.81,40.0,0,56.23,30-44,Established,False,False,0
40,Male,North America,Organic Search,Professional,Monthly,60,83.26,4995.6,1,11,8.6,7.31,5,2,0,True,Invoice,5.9,44,46,0.303,0.067,0,145,12.06,92.4,8,83.26,30-44,Long-Term,False,False,0
27,Male,Asia Pacific,Paid Search,Basic,Monthly,30,49.69,1490.7,2,14,13.51,29.81,1,0,0,False,Credit Card,8.1,40,100,0.271,0.027,1,357,20.18,15.6,0,24.84,18-29,Established,False,False,0
35,Male,North America,Outbound Sales,Basic,Monthly,25,51.71,1292.75,2,10,12.17,16.66,2,0,1,True,Credit Card,6.7,28,57,0.268,0.094,0,251,14.91,29.2,26,25.86,30-44,Established,False,False,0
45,Male,Europe,Referral,Business,Monthly,34,128.54,4370.36,5,26,35.99,40.92,2,0,0,False,ACH,8.7,89,43,0.162,0.039,2,155,31.34,21.2,0,25.71,45-59,Established,False,False,0
39,Female,North America,Partner,Professional,Annual,49,141.33,6925.17,5,29,39.03,53.67,3,2,0,True,Credit Card,7.9,24,10,0.444,0.024,1,170,39.63,68.4,8,28.27,30-44,Long-Term,False,False,0
62,Female,Asia Pacific,Organic Search,Basic,Two-Year,32,64.62,2067.84,3,27,32.7,42.77,4,0,0,True,ACH,9.3,82,10,0.46,0.023,2,89,34.64,34.8,8,21.54,60+,Established,False,False,0
18,Female,Europe,Paid Search,Basic,Monthly,43,25.32,1088.76,1,12,23.79,24.05,2,0,0,False,Credit Card,8.4,63,97,0.255,0.013,0,271,18.9,22.4,0,25.32,18-29,Long-Term,False,False,0
52,Female,Asia Pacific,Outbound Sales,Enterprise,Monthly,25,945.83,23645.75,5,18,28.82,41.32,5,4,0,False,Invoice,4.7,-4,6,0.669,0.022,2,70,31.73,100.0,0,189.17,45-59,Established,False,True,0
36,Male,Middle East & Africa,Organic Search,Business,Monthly,32,292.31,9353.92,4,20,37.36,46.8,3,1,0,False,Invoice,8.6,20,23,0.741,0.214,2,87,38.24,47.6,0,73.08,30-44,Established,False,False,0
26,Non-binary,North America,Social,Professional,Monthly,33,114.01,3762.33,3,20,30.38,21.54,3,2,0,False,ACH,6.7,33,20,0.248,0.061,1,71,23.1,73.2,0,38.0,18-29,Established,False,False,0
56,Male,North America,Referral,Business,Annual,15,377.44,5661.6,4,21,18.13,24.61,5,2,1,False,Credit Card,5.1,0,3,0.304,0.026,0,92,22.73,95.6,18,94.36,45-59,Developing,False,True,0
56,Male,Europe,Outbound Sales,Professional,Two-Year,26,102.92,2675.92,4,23,46.8,35.01,3,0,0,False,Credit Card,8.2,54,63,0.262,0.089,0,106,31.46,31.2,0,25.73,45-59,Established,False,False,0
56,Female,Asia Pacific,Organic Search,Professional,Monthly,16,166.72,2667.52,5,17,30.87,33.45,2,0,0,False,Credit Card,8.8,65,107,0.502,0.178,0,103,29.15,20.8,0,33.34,45-59,Developing,False,False,0
44,Male,Europe,Paid Search,Basic,Monthly,11,35.35,388.85,3,16,17.1,22.33,2,2,1,False,Invoice,6.4,10,12,0.219,0.009,0,158,18.68,66.4,18,11.78,30-44,Developing,False,False,0
49,Female,Asia Pacific,Paid Search,Professional,Monthly,42,129.48,5438.16,2,24,28.29,36.11,3,0,0,False,Credit Card,6.8,21,30,0.694,0.091,0,74,33.65,36.8,0,64.74,45-59,Long-Term,False,False,0
27,Male,North America,Organic Search,Basic,Annual,48,41.71,2002.08,1,12,32.98,20.63,4,1,0,True,Credit Card,6.5,18,21,0.392,0.058,0,157,21.15,64.0,8,41.71,18-29,Long-Term,False,False,0
42,Male,Asia Pacific,Partner,Enterprise,Two-Year,58,1031.58,59831.64,3,1,10.6,14.59,4,1,1,False,Credit Card,8.0,62,31,0.34,0.044,0,190,10.33,58.0,18,343.86,30-44,Long-Term,False,True,0
62,Male,North America,Organic Search,Basic,Monthly,15,44.99,674.85,1,6,14.74,11.2,3,1,2,False,Invoice,4.4,-36,4,0.6,0.014,1,147,14.45,64.4,36,44.99,60+,Developing,False,False,0
65,Male,Asia Pacific,Organic Search,Professional,Monthly,20,85.53,1710.6,5,28,36.4,46.61,3,0,0,False,ACH,9.8,74,22,0.472,0.086,0,102,37.56,24.8,0,17.11,60+,Established,False,False,0
45,Male,North America,Organic Search,Basic,Monthly,11,31.38,345.18,2,9,18.16,22.63,2,2,2,True,ACH,5.1,-8,30,0.101,0.037,0,206,14.97,71.6,44,15.69,45-59,Developing,False,False,0
37,Female,North America,Organic Search,Professional,Annual,16,148.2,2371.2,6,30,43.24,58.15,2,0,0,False,Invoice,9.2,86,26,0.307,0.016,0,324,40.63,19.2,0,24.7,30-44,Developing,False,False,0
52,Non-binary,Europe,Paid Search,Business,Two-Year,32,432.2,13830.4,4,13,25.85,16.15,2,0,0,True,Credit Card,7.5,47,86,0.472,0.015,4,264,19.48,26.0,8,108.05,45-59,Established,False,True,0
37,Female,Asia Pacific,Paid Search,Business,Annual,49,324.87,15918.63,5,22,53.56,51.3,3,1,0,False,ACH,7.3,7,18,0.53,0.121,2,325,39.98,52.8,0,64.97,30-44,Long-Term,False,True,0
22,Female,Asia Pacific,Paid Search,Professional,Annual,22,126.19,2776.18,4,23,36.23,24.3,4,2,0,False,Credit Card,4.0,-14,17,0.325,0.062,1,129,26.94,92.0,0,31.55,18-29,Established,False,False,0
46,Female,Latin America,Referral,Basic,Annual,28,46.45,1300.6,2,19,4.95,18.34,1,0,1,False,Invoice,7.1,45,30,0.156,0.016,0,55,16.32,19.6,18,23.22,45-59,Established,False,False,0
48,Non-binary,North America,Paid Search,Professional,Annual,52,121.43,6314.36,6,14,42.56,36.6,2,0,0,False,Invoice,7.2,40,14,0.325,0.049,1,235,27.56,27.2,0,20.24,45-59,Long-Term,False,False,0
49,Female,North America,Partner,Basic,Annual,42,51.43,2160.06,3,15,19.97,31.48,4,0,0,True,ACH,8.3,49,51,0.203,0.019,2,225,21.38,38.8,8,17.14,45-59,Long-Term,False,False,0
49,Male,North America,Organic Search,Basic,Monthly,82,40.29,3303.78,1,26,9.89,21.45,4,2,0,False,Invoice,3.8,-44,6,0.46,0.095,1,157,24.92,92.8,0,40.29,45-59,Long-Term,False,False,0
48,Female,North America,Organic Search,Business,Annual,28,424.76,11893.28,6,23,43.1,55.56,1,0,0,False,Credit Card,9.4,87,1,0.54,0.107,1,281,40.01,10.4,0,70.79,45-59,Established,False,True,0
63,Male,North America,Organic Search,Professional,Two-Year,24,178.94,4294.56,1,12,26.75,24.6,3,1,0,False,Credit Card,7.9,24,43,0.479,0.028,0,277,21.92,50.4,0,178.94,60+,Established,False,False,0
23,Female,Latin America,Organic Search,Basic,Monthly,29,56.04,1625.16,4,30,33.63,43.6,5,1,0,True,Credit Card,9.0,69,26,0.245,0.035,0,333,34.32,62.0,8,14.01,18-29,Established,False,False,0
55,Male,Europe,Paid Search,Basic,Annual,35,48.59,1700.65,4,21,28.21,30.74,3,1,0,True,ACH,9.3,78,13,0.395,0.085,0,165,27.66,44.8,8,12.15,45-59,Established,False,False,0
56,Non-binary,Middle East & Africa,Referral,Professional,Two-Year,28,145.97,4087.16,6,38,52.21,64.41,4,2,1,True,Invoice,6.6,26,2,0.435,0.173,1,149,50.27,81.6,26,24.33,45-59,Established,False,False,0
37,Male,Europe,Social,Business,Two-Year,47,373.13,17537.11,8,33,49.62,67.49,5,1,1,False,Credit Card,8.8,64,3,0.577,0.191,2,354,50.2,62.8,18,46.64,30-44,Long-Term,False,True,0
62,Female,Europe,Referral,Basic,Monthly,9,49.81,448.29,3,29,20.53,56.46,2,0,0,True,ACH,7.8,42,59,0.419,0.033,1,174,37.39,24.8,8,16.6,60+,Developing,False,False,0
42,Female,Latin America,Paid Search,Professional,Monthly,39,126.67,4940.13,3,23,18.59,36.87,6,1,0,False,Credit Card,7.4,18,64,0.457,0.085,0,267,29.48,76.4,0,42.22,30-44,Long-Term,False,False,0
44,Female,North America,Social,Basic,Monthly,31,55.9,1732.9,2,23,10.81,28.16,4,0,1,False,Invoice,8.1,18,47,0.39,0.058,0,178,24.7,39.6,18,27.95,30-44,Established,False,False,0
51,Female,North America,Paid Search,Basic,Monthly,16,46.6,745.6,6,31,42.13,60.35,5,2,0,False,Credit Card,7.2,37,35,0.354,0.02,1,133,42.06,87.2,0,7.77,45-59,Developing,False,False,0
34,Male,Europe,Outbound Sales,Business,Monthly,33,297.06,9802.98,4,22,33.85,25.2,2,1,0,True,ACH,5.6,-31,59,0.401,0.013,3,218,26.67,51.6,8,74.26,30-44,Established,False,False,0
29,Prefer not to say,North America,Referral,Basic,Annual,19,40.69,773.11,2,16,11.07,21.68,3,0,0,False,Invoice,6.8,21,9,0.247,0.02,1,199,17.92,36.8,0,20.34,18-29,Established,False,False,0
45,Male,Europe,Organic Search,Basic,Monthly,18,62.74,1129.32,1,2,24.97,0.0,2,0,1,False,ACH,8.9,74,1,0.23,0.072,0,7,7.84,20.4,18,62.74,45-59,Developing,True,False,0
67,Male,North America,Outbound Sales,Basic,Annual,21,65.45,1374.45,3,11,17.42,14.42,4,0,1,False,PayPal,6.1,19,106,0.407,0.051,0,36,16.47,47.6,18,21.82,60+,Established,True,False,0
26,Male,Europe,Partner,Professional,Monthly,19,77.44,1471.36,3,20,16.57,23.09,3,0,0,False,ACH,7.9,26,164,0.735,0.113,2,106,26.77,32.4,0,25.81,18-29,Established,False,False,0
53,Male,North America,Partner,Professional,Monthly,25,115.6,2890.0,3,11,42.01,30.31,3,1,1,False,ACH,7.7,21,12,0.102,0.042,0,3,21.98,51.2,18,38.53,45-59,Established,True,False,0
46,Male,Asia Pacific,Organic Search,Professional,Monthly,65,99.83,6488.95,3,24,15.96,29.98,5,2,1,True,Credit Card,5.5,-8,65,0.38,0.024,2,37,26.05,94.0,26,33.28,45-59,Long-Term,True,False,0
35,Female,North America,Outbound Sales,Basic,Monthly,86,28.52,2452.72,3,32,27.37,55.02,2,0,1,True,ACH,8.8,90,12,0.427,0.044,1,143,39.54,20.8,26,9.51,30-44,Long-Term,False,False,0
21,Male,Europe,Referral,Professional,Annual,16,88.39,1414.24,3,8,31.23,24.21,4,1,0,True,Credit Card,7.4,26,10,0.511,0.048,1,103,21.28,60.4,8,29.46,18-29,Developing,False,False,0
31,Male,Latin America,Organic Search,Basic,Monthly,23,44.96,1034.08,3,10,35.34,36.62,3,1,1,True,Credit Card,7.0,21,19,0.45,0.055,0,249,25.99,54.0,26,14.99,30-44,Established,False,False,0
56,Female,Europe,Partner,Basic,Monthly,27,27.15,733.05,2,22,30.13,34.38,3,1,1,False,Invoice,5.8,10,29,0.604,0.182,0,354,32.56,58.8,18,13.58,45-59,Established,False,False,0
40,Female,Middle East & Africa,Organic Search,Professional,Two-Year,33,139.09,4589.97,3,19,20.43,37.56,3,1,0,False,Credit Card,9.7,79,8,0.267,0.035,0,251,25.83,43.2,0,46.36,30-44,Established,False,False,0
25,Male,Europe,Organic Search,Professional,Annual,31,96.03,2976.93,2,15,18.52,33.99,3,1,0,False,Credit Card,7.4,31,75,0.737,0.177,0,322,28.82,52.4,0,48.02,18-29,Established,False,False,0
43,Male,Europe,Partner,Professional,Annual,48,163.3,7838.4,1,11,25.31,20.61,2,0,0,True,Credit Card,8.1,61,1,0.279,0.021,2,114,17.99,23.6,8,163.3,30-44,Long-Term,False,False,0
50,Male,North America,Partner,Basic,Monthly,29,44.76,1298.04,2,1,31.51,17.06,2,1,0,True,Credit Card,7.4,55,66,0.249,0.024,1,281,13.26,44.4,8,22.38,45-59,Established,False,False,0
39,Male,North America,Referral,Basic,Two-Year,17,66.91,1137.47,2,17,14.23,19.29,5,1,1,True,Credit Card,6.9,11,19,0.517,0.101,0,235,21.65,70.4,26,33.46,30-44,Developing,False,False,0
66,Female,Middle East & Africa,Outbound Sales,Business,Annual,30,358.78,10763.4,7,24,28.89,57.28,5,0,1,False,ACH,8.7,99,23,0.463,0.156,1,303,38.44,45.2,18,51.25,60+,Established,False,True,0
39,Male,North America,Organic Search,Basic,Monthly,26,46.84,1217.84,2,14,29.7,27.65,0,0,0,False,Credit Card,10.0,100,22,0.375,0.031,0,333,23.17,0.0,0,23.42,30-44,Established,False,False,0
48,Male,North America,Social,Basic,Annual,16,54.96,879.36,2,23,4.34,17.14,2,0,0,True,ACH,8.2,51,3,0.324,0.16,1,210,20.73,23.2,8,27.48,45-59,Developing,False,False,0
25,Female,Middle East & Africa,Organic Search,Enterprise,Annual,54,1479.92,79915.68,8,45,39.93,65.0,4,1,0,False,Invoice,8.9,62,24,0.472,0.058,2,241,50.79,54.4,0,184.99,18-29,Long-Term,False,True,0
36,Male,North America,Organic Search,Professional,Monthly,59,159.94,9436.46,6,30,34.28,43.56,6,3,0,True,Credit Card,4.6,-2,51,0.573,0.028,1,339,37.62,100.0,8,26.66,30-44,Long-Term,False,False,1
48,Female,North America,Partner,Basic,Annual,23,62.09,1428.07,1,2,14.99,5.59,0,0,1,True,ACH,7.3,34,133,0.465,0.15,0,61,11.07,10.8,26,62.09,45-59,Established,False,False,0
32,Male,North America,Paid Search,Basic,Two-Year,40,56.43,2257.2,3,19,17.4,40.66,3,1,1,False,Invoice,9.2,77,5,0.225,0.08,1,257,26.31,45.2,18,18.81,30-44,Long-Term,False,False,0
49,Male,Middle East & Africa,Referral,Enterprise,Annual,31,1046.6,32444.6,6,34,43.87,60.23,1,0,0,False,Credit Card,10.0,100,15,0.547,0.083,3,292,46.17,8.0,0,174.43,45-59,Established,False,True,0
54,Female,Asia Pacific,Partner,Business,Annual,19,376.46,7152.74,7,42,45.37,79.13,1,0,0,False,ACH,10.0,77,3,0.346,0.059,2,247,53.33,8.0,0,53.78,45-59,Established,False,True,0
50,Male,North America,Partner,Basic,Monthly,31,45.44,1408.64,2,15,17.52,32.69,5,1,1,True,Invoice,5.8,-25,26,0.183,0.026,0,225,21.23,74.8,26,22.72,45-59,Established,False,False,0
18,Female,Middle East & Africa,Paid Search,Business,Annual,24,429.7,10312.8,3,25,22.61,42.93,1,0,2,True,Credit Card,8.2,48,51,0.342,0.015,1,51,30.96,15.2,44,143.23,18-29,Established,False,True,0
21,Male,Latin America,Organic Search,Business,Monthly,40,213.94,8557.6,5,30,45.67,47.54,2,1,1,False,ACH,7.5,41,0,0.625,0.178,1,344,42.63,44.0,18,42.79,18-29,Long-Term,False,False,0
45,Female,Europe,Partner,Basic,Annual,31,45.17,1400.27,2,14,30.79,20.58,5,1,0,False,Credit Card,6.6,30,11,0.409,0.126,1,362,22.51,71.6,0,22.58,45-59,Established,False,False,0
47,Female,North America,Organic Search,Professional,Monthly,51,105.69,5390.19,4,20,31.2,32.48,1,0,0,False,Credit Card,8.3,39,8,0.107,0.018,1,193,24.67,14.8,0,26.42,45-59,Long-Term,False,False,0
44,Male,North America,Outbound Sales,Basic,Annual,44,59.43,2614.92,2,18,17.84,12.65,6,3,0,False,ACH,4.6,-32,61,0.179,0.033,1,256,16.61,100.0,0,29.72,30-44,Long-Term,False,False,0
31,Female,North America,Partner,Professional,Monthly,30,87.13,2613.9,5,22,56.51,52.92,1,0,0,False,Invoice,6.4,18,24,0.629,0.047,0,207,41.18,22.4,0,17.43,30-44,Established,False,False,0
57,Female,Europe,Paid Search,Professional,Monthly,59,81.26,4794.34,5,29,31.02,40.73,3,0,1,False,ACH,7.0,12,9,0.721,0.117,0,287,38.18,36.0,18,16.25,45-59,Long-Term,False,False,0
49,Female,North America,Outbound Sales,Business,Monthly,9,232.28,2090.52,6,25,39.06,45.98,3,0,1,True,Invoice,8.8,83,6,0.594,0.107,3,48,37.91,28.8,26,38.71,45-59,Developing,False,False,0
40,Female,Latin America,Outbound Sales,Professional,Annual,33,164.92,5442.36,4,30,47.76,45.72,2,0,0,True,Credit Card,6.7,16,1,0.265,0.031,0,29,37.34,29.2,8,41.23,30-44,Established,True,False,0
31,Prefer not to say,Europe,Partner,Professional,Two-Year,23,169.09,3889.07,2,23,16.49,22.61,3,1,0,False,ACH,8.7,35,113,0.53,0.156,1,340,26.31,47.2,0,84.54,30-44,Established,False,False,0
29,Female,Asia Pacific,Organic Search,Professional,Monthly,12,139.96,1679.52,3,20,18.41,28.28,5,0,1,True,ACH,5.8,5,180,0.367,0.091,1,289,24.72,56.8,26,46.65,18-29,Developing,False,False,0
44,Male,North America,Partner,Basic,Annual,11,51.76,569.36,2,17,15.01,16.04,2,0,0,False,Invoice,8.2,40,41,0.063,0.014,0,85,15.39,23.2,0,25.88,30-44,Developing,False,False,0
27,Non-binary,Latin America,Paid Search,Basic,Monthly,12,40.18,482.16,3,16,35.68,27.66,3,0,0,False,Credit Card,8.3,67,2,0.606,0.096,2,41,27.95,30.8,0,13.39,18-29,Developing,True,False,0
45,Female,Latin America,Referral,Business,Monthly,11,324.74,3572.14,6,48,41.75,67.38,2,1,0,True,Credit Card,7.6,35,44,0.676,0.256,3,333,57.13,43.6,8,54.12,45-59,Developing,False,True,0
45,Female,North America,Partner,Professional,Two-Year,43,104.42,4490.06,5,38,40.4,43.2,1,0,0,False,Credit Card,10.0,73,64,0.454,0.116,2,289,41.66,8.0,0,20.88,45-59,Long-Term,False,False,0
71,Male,Europe,Organic Search,Basic,Monthly,8,50.89,407.12,3,22,20.64,32.95,3,0,0,True,ACH,6.8,19,3,0.813,0.044,0,310,31.34,36.8,8,16.96,60+,Developing,False,False,0
39,Female,North America,Referral,Basic,Annual,31,49.28,1527.68,2,12,16.28,20.2,3,2,0,False,Credit Card,7.7,41,6,0.428,0.094,1,104,19.1,69.2,0,24.64,30-44,Established,False,False,0
57,Female,Europe,Outbound Sales,Professional,Annual,12,103.98,1247.76,5,33,44.44,62.22,4,2,0,False,Credit Card,6.7,16,56,0.271,0.01,0,76,42.93,81.2,0,20.8,45-59,Developing,False,False,0
43,Male,North America,Referral,Business,Monthly,7,333.26,2332.82,5,26,26.62,41.74,0,0,0,False,Credit Card,9.9,79,2,0.204,0.019,2,232,30.33,0.4,0,66.65,30-44,Developing,False,True,0
40,Female,Europe,Referral,Professional,Annual,41,133.47,5472.27,4,34,35.01,43.56,5,0,2,False,ACH,6.6,45,58,0.381,0.059,1,29,37.87,53.6,36,33.37,30-44,Long-Term,True,False,0
39,Female,Latin America,Organic Search,Enterprise,Monthly,12,937.24,11246.88,4,16,21.45,35.24,4,1,0,False,Credit Card,7.5,40,28,0.274,0.062,3,259,24.32,60.0,0,234.31,30-44,Developing,False,True,0
49,Female,North America,Partner,Basic,Annual,7,61.45,430.15,3,4,34.36,25.09,4,1,1,False,Invoice,5.7,9,6,0.095,0.032,1,320,15.97,67.2,18,20.48,45-59,Developing,False,False,0
